KOD POCZTOWY;MIEJSCOWOŚĆ;WOJEWÓDZTWO;POWIAT
62-831;Korzeniew;wielkopolskie;kaliski
62-834;Ceków;wielkopolskie;kaliski
62-840;Koźminek;wielkopolskie;kaliski
62-850;Lisków;wielkopolskie;kaliski
62-860;Opatówek;wielkopolskie;kaliski
62-865;Szczytniki;wielkopolskie;kaliski
62-872;Godziesze Małe;wielkopolskie;kaliski
62-874;Brzeziny;wielkopolskie;kaliski
63-000;Środa Wielkopolska;wielkopolskie;średzki
63-004;Tulce;wielkopolskie;poznański
63-005;Kleszczewo;wielkopolskie;poznański
63-014;Murzynowo Kościelne;wielkopolskie;średzki
63-020;Zaniemyśl;wielkopolskie;średzki
63-024;Krzykosy;wielkopolskie;średzki
63-040;Nowe Miasto nad Wartą;wielkopolskie;średzki
63-100;Śrem;wielkopolskie;śremski
63-112;Brodnica;wielkopolskie;śremski
63-130;Książ Wielkopolski;wielkopolskie;śremski
63-140;Dolsk;wielkopolskie;śremski
63-200;Jarocin;wielkopolskie;jarociński
63-210;Żerków;wielkopolskie;jarociński
63-220;Kotlin;wielkopolskie;jarociński
63-230;Witaszyce;wielkopolskie;jarociński
63-233;Jaraczewo;wielkopolskie;jarociński
63-300;Pleszew;wielkopolskie;pleszewski
63-304;Czermin;wielkopolskie;pleszewski
63-308;Gizałki;wielkopolskie;pleszewski
63-313;Chocz;wielkopolskie;pleszewski
63-322;Gołuchów;wielkopolskie;pleszewski
63-330;Dobrzyca;wielkopolskie;pleszewski
63-400;Ostrów Wielkopolski;wielkopolskie;ostrowski
63-405;Sieroszewice;wielkopolskie;ostrowski
63-421;Przygodzice;wielkopolskie;ostrowski
63-430;Odolanów;wielkopolskie;ostrowski
63-435;Sośnie;wielkopolskie;ostrowski
63-440;Raszków;wielkopolskie;ostrowski
63-450;Sobótka;wielkopolskie;ostrowski
63-460;Nowe Skalmierzyce;wielkopolskie;ostrowski
63-500;Ostrzeszów;wielkopolskie;ostrzeszowski
63-505;Doruchów;wielkopolskie;ostrzeszowski
63-507;Kobyla Góra;wielkopolskie;ostrzeszowski
63-510;Mikstat;wielkopolskie;ostrzeszowski
63-520;Grabów nad Prosną;wielkopolskie;ostrzeszowski
63-522;Kraszewice;wielkopolskie;ostrzeszowski
63-524;Czajków;wielkopolskie;ostrzeszowski
63-600;Kępno;wielkopolskie;kępiński
63-604;Baranów;wielkopolskie;kępiński
63-620;Trzcinica;wielkopolskie;kępiński
63-630;Rychtal;wielkopolskie;kępiński
63-640;Bralin;wielkopolskie;kępiński
63-642;Perzów;wielkopolskie;kępiński
63-645;Łęka Opatowska;wielkopolskie;kępiński
63-700;Krotoszyn;wielkopolskie;krotoszyński
63-708;Rozdrażew;wielkopolskie;krotoszyński
63-714;Kobierno;wielkopolskie;krotoszyński
63-720;Koźmin Wielkopolski;wielkopolskie;krotoszyński
63-740;Kobylin;wielkopolskie;krotoszyński
63-750;Sulmierzyce;wielkopolskie;krotoszyński
63-760;Zduny;wielkopolskie;krotoszyński
63-800;Gostyń;wielkopolskie;gostyński
63-810;Borek Wielkopolski;wielkopolskie;gostyński
63-820;Piaski;wielkopolskie;gostyński
63-830;Pępowo;wielkopolskie;gostyński
63-840;Krobia;wielkopolskie;gostyński
63-842;Pudliszki;wielkopolskie;gostyński
63-860;Pogorzela;wielkopolskie;gostyński
63-900;Rawicz;wielkopolskie;rawicki
63-910;Miejska Górka;wielkopolskie;rawicki
63-920;Pakosław;wielkopolskie;rawicki
63-930;Jutrosin;wielkopolskie;rawicki
63-940;Bojanowo;wielkopolskie;rawicki
64-000;Kościan;wielkopolskie;kościański
64-010;Krzywiń;wielkopolskie;kościański
64-020;Czempiń;wielkopolskie;kościański
64-030;Śmigiel;wielkopolskie;kościański
64-050;Wielichowo;wielkopolskie;grodziski
64-061;Kamieniec;wielkopolskie;grodziski
64-100;Leszno;wielkopolskie;Miasto Leszno
64-111;Lipno;wielkopolskie;leszczyński
64-113;Osieczna;wielkopolskie;leszczyński
64-115;Święciechowa;wielkopolskie;leszczyński
64-120;Krzemieniewo;wielkopolskie;leszczyński
64-125;Poniec;wielkopolskie;gostyński
64-130;Rydzyna;wielkopolskie;leszczyński
64-140;Włoszakowice;wielkopolskie;leszczyński
64-150;Wijewo;wielkopolskie;leszczyński
64-200;Wolsztyn;wielkopolskie;wolsztyński
64-212;Siedlec;wielkopolskie;wolsztyński
64-234;Przemęt;wielkopolskie;wolsztyński
64-300;Nowy Tomyśl;wielkopolskie;nowotomyski
64-305;Bolewice;wielkopolskie;nowotomyski
64-310;Lwówek;wielkopolskie;nowotomyski
64-316;Kuślin;wielkopolskie;nowotomyski
64-320;Buk;wielkopolskie;poznański
64-330;Opalenica;wielkopolskie;nowotomyski
64-360;Zbąszyń;wielkopolskie;nowotomyski
64-361;Miedzichowo;wielkopolskie;nowotomyski
64-400;Międzychód;wielkopolskie;międzychodzki
64-410;Sieraków;wielkopolskie;międzychodzki
64-412;Chrzypsko Wielkie;wielkopolskie;międzychodzki
64-420;Kwilcz;wielkopolskie;międzychodzki
64-500;Szamotuły;wielkopolskie;szamotulski
64-510;Wronki;wielkopolskie;szamotulski
64-520;Obrzycko;wielkopolskie;szamotulski
64-530;Kaźmierz;wielkopolskie;szamotulski
64-550;Duszniki;wielkopolskie;szamotulski
64-600;Oborniki;wielkopolskie;obornicki
64-610;Rogoźno;wielkopolskie;obornicki
64-630;Ryczywół;wielkopolskie;obornicki
64-700;Czarnków;wielkopolskie;czarnkowsko-trzcianecki
64-710;Połajewo;wielkopolskie;czarnkowsko-trzcianecki
64-720;Lubasz;wielkopolskie;czarnkowsko-trzcianecki
64-730;Wieleń;wielkopolskie;czarnkowsko-trzcianecki
64-733;Drawsko;wielkopolskie;czarnkowsko-trzcianecki
64-734;Chełst;wielkopolskie;czarnkowsko-trzcianecki
64-761;Krzyż Wielkopolski;wielkopolskie;czarnkowsko-trzcianecki
64-800;Chodzież;wielkopolskie;chodzieski
64-810;Kaczory;wielkopolskie;pilski
64-820;Szamocin;wielkopolskie;chodzieski
64-830;Margonin;wielkopolskie;chodzieski
64-840;Budzyń;wielkopolskie;chodzieski
64-850;Ujście;wielkopolskie;pilski
64-900;Piła;wielkopolskie;pilski
64-915;Jastrowie;wielkopolskie;złotowski
64-918;Lotyń;wielkopolskie;złotowski
64-930;Szydłowo;wielkopolskie;pilski
64-965;Okonek;wielkopolskie;złotowski
64-980;Trzcianka;wielkopolskie;czarnkowsko-trzcianecki
65-001;Zielona Góra;lubuskie;Miasto Zielona Góra
66-001;Zawada;lubuskie;zielonogórski
66-002;Stary Kisielin;lubuskie;zielonogórski
66-003;Zabór;lubuskie;zielonogórski
66-004;Racula;lubuskie;zielonogórski
66-008;Świdnica;lubuskie;zielonogórski
66-010;Nowogród Bobrzański;lubuskie;zielonogórski
66-015;Przylep;lubuskie;zielonogórski
66-016;Czerwieńsk;lubuskie;zielonogórski
66-100;Sulechów;lubuskie;zielonogórski
66-110;Babimost;lubuskie;zielonogórski
66-112;Nietkowice;lubuskie;zielonogórski
66-120;Kargowa;lubuskie;zielonogórski
66-130;Bojadła;lubuskie;zielonogórski
66-132;Trzebiechów;lubuskie;zielonogórski
66-200;Świebodzin;lubuskie;świebodziński
66-210;Zbąszynek;lubuskie;świebodziński
66-213;Skąpe;lubuskie;świebodziński
66-218;Lubrza;lubuskie;świebodziński
66-220;Łagów;lubuskie;świebodziński
66-225;Szczaniec;lubuskie;świebodziński
66-235;Torzym;lubuskie;sulęciński
66-300;Międzyrzecz;lubuskie;międzyrzecki
66-304;Brójce;lubuskie;międzyrzecki
66-307;Templewo;lubuskie;międzyrzecki
66-320;Trzciel;lubuskie;międzyrzecki
66-330;Pszczew;lubuskie;międzyrzecki
66-340;Przytoczna;lubuskie;międzyrzecki
66-342;Goraj;lubuskie;międzyrzecki
66-350;Bledzew;lubuskie;międzyrzecki
66-400;Gorzów Wielkopolski;lubuskie;Miasto Gorzów Wielkopolski
66-415;Kłodawa;lubuskie;gorzowski
66-431;Santok;lubuskie;gorzowski
66-433;Lubiszyn;lubuskie;gorzowski
66-435;Krzeszyce;lubuskie;sulęciński
66-436;Słońsk;lubuskie;sulęciński
66-440;Skwierzyna;lubuskie;międzyrzecki
66-446;Deszczno;lubuskie;gorzowski
66-450;Bogdaniec;lubuskie;gorzowski
66-460;Witnica;lubuskie;gorzowski
66-470;Kostrzyn nad Odrą;lubuskie;gorzowski
66-500;Strzelce Krajeńskie;lubuskie;strzelecko-drezdenecki
66-520;Dobiegniew;lubuskie;strzelecko-drezdenecki
66-530;Drezdenko;lubuskie;strzelecko-drezdenecki
66-540;Stare Kurowo;lubuskie;strzelecko-drezdenecki
66-542;Zwierzyn;lubuskie;strzelecko-drezdenecki
66-600;Krosno Odrzańskie;lubuskie;krośnieński
66-614;Maszewo;lubuskie;krośnieński
66-620;Gubin;lubuskie;krośnieński
66-627;Bobrowice;lubuskie;krośnieński
66-630;Bytnica;lubuskie;krośnieński
67-100;Nowa Sól;lubuskie;nowosolski
67-115;Bytom Odrzański;lubuskie;nowosolski
67-120;Kożuchów;lubuskie;nowosolski
67-124;Nowe Miasteczko;lubuskie;nowosolski
67-200;Głogów;dolnośląskie;głogowski
67-221;Białołęka;dolnośląskie;głogowski
67-222;Jerzmanowa;dolnośląskie;głogowski
67-231;Żukowice;dolnośląskie;głogowski
67-240;Kotla;dolnośląskie;głogowski
67-300;Szprotawa;lubuskie;żagański
67-312;Niegosławice;lubuskie;żagański
67-320;Małomice;lubuskie;żagański
67-400;Wschowa;lubuskie;wschowski
67-407;Szlichtyngowa;lubuskie;wschowski
67-410;Sława;lubuskie;wschowski
67-415;Kolsko;lubuskie;nowosolski
68-100;Żagań;lubuskie;żagański
68-113;Brzeźnica;lubuskie;żagański
68-120;Iłowa;lubuskie;żagański
68-130;Gozdnica;lubuskie;żagański
68-131;Wymiarki;lubuskie;żagański
68-132;Przewóz;lubuskie;żarski
68-200;Żary;lubuskie;żarski
68-208;Łęknica;lubuskie;żarski
68-212;Trzebiel;lubuskie;żarski
68-213;Lipinki Łużyckie;lubuskie;żarski
68-219;Tuplice;lubuskie;żarski
68-300;Lubsko;lubuskie;żarski
68-320;Jasień;lubuskie;żarski
68-343;Brody;lubuskie;żarski
69-100;Słubice;lubuskie;słubicki
69-105;Świecko;lubuskie;słubicki
69-108;Cybinka;lubuskie;słubicki
69-110;Rzepin;lubuskie;słubicki
69-113;Górzyca;lubuskie;słubicki
69-200;Sulęcin;lubuskie;sulęciński
69-210;Lubniewice;lubuskie;sulęciński
69-211;Wędrzyn;lubuskie;sulęciński
69-220;Ośno Lubuskie;lubuskie;słubicki
70-001;Szczecin;zachodniopomorskie;Miasto Szczecin
71-218;Szczecin/Bezrzecze;zachodniopomorskie;Miasto Szczecin
72-001;Kołbaskowo;zachodniopomorskie;policki
72-002;Dołuje;zachodniopomorskie;policki
72-003;Dobra;zachodniopomorskie;policki
72-004;Tanowo;zachodniopomorskie;policki
72-005;Przecław;zachodniopomorskie;policki
72-006;Mierzyn;zachodniopomorskie;policki
72-009;Police;zachodniopomorskie;policki
72-020;Trzebież;zachodniopomorskie;policki
72-022;Nowe Warpno;zachodniopomorskie;policki
72-100;Goleniów;zachodniopomorskie;goleniowski
72-105;Lubczyna;zachodniopomorskie;goleniowski
72-110;Przybiernów;zachodniopomorskie;goleniowski
72-111;Żarnowo;zachodniopomorskie;goleniowski
72-112;Stepnica;zachodniopomorskie;goleniowski
72-121;Czarnogłowy;zachodniopomorskie;goleniowski
72-122;Łożnica;zachodniopomorskie;goleniowski
72-123;Kliniska Wielkie;zachodniopomorskie;goleniowski
72-130;Maszewo;zachodniopomorskie;goleniowski
72-132;Mosty;zachodniopomorskie;goleniowski
72-200;Nowogard;zachodniopomorskie;goleniowski
72-210;Dobra;zachodniopomorskie;łobeski
72-221;Osina;zachodniopomorskie;goleniowski
72-300;Gryfice;zachodniopomorskie;gryficki
72-304;Brojce;zachodniopomorskie;gryficki
72-310;Płoty;zachodniopomorskie;gryficki
72-314;Radowo Małe;zachodniopomorskie;łobeski
72-315;Resko;zachodniopomorskie;łobeski
72-320;Trzebiatów;zachodniopomorskie;gryficki
72-330;Mrzeżyno;zachodniopomorskie;gryficki
72-342;Cerkwica;zachodniopomorskie;gryficki
72-343;Karnice;zachodniopomorskie;gryficki
72-344;Rewal;zachodniopomorskie;gryficki
72-345;Pustkowo;zachodniopomorskie;gryficki
72-346;Pobierowo;zachodniopomorskie;gryficki
72-350;Niechorze;zachodniopomorskie;gryficki
72-351;Pogorzelica;zachodniopomorskie;gryficki
72-400;Kamień Pomorski;zachodniopomorskie;kamieński
72-401;Łukęcin;zachodniopomorskie;kamieński
72-405;Świerzno;zachodniopomorskie;kamieński
72-410;Golczewo;zachodniopomorskie;kamieński
72-415;Międzywodzie;zachodniopomorskie;kamieński
72-418;Dziwnów;zachodniopomorskie;kamieński
72-500;Międzyzdroje;zachodniopomorskie;kamieński
72-510;Wolin;zachodniopomorskie;kamieński
72-511;Troszyn;zachodniopomorskie;kamieński
72-513;Wisełka;zachodniopomorskie;kamieński
72-514;Kołczewo;zachodniopomorskie;kamieński
72-518;Ładzin;zachodniopomorskie;kamieński
72-600;Świnoujście;zachodniopomorskie;Miasto Świnoujście
73-100;Stargard Szczeciński;zachodniopomorskie;stargardzki
73-108;Kobylanka;zachodniopomorskie;stargardzki
73-112;Stara Dąbrowa;zachodniopomorskie;stargardzki
73-115;Dolice;zachodniopomorskie;stargardzki
73-120;Chociwel;zachodniopomorskie;stargardzki
73-121;Marianowo;zachodniopomorskie;stargardzki
73-130;Dobrzany;zachodniopomorskie;stargardzki
73-131;Pęzino;zachodniopomorskie;stargardzki
73-132;Suchań;zachodniopomorskie;stargardzki
73-140;Ińsko;zachodniopomorskie;stargardzki
73-150;Łobez;zachodniopomorskie;łobeski
73-155;Węgorzyno;zachodniopomorskie;łobeski
73-200;Choszczno;zachodniopomorskie;choszczeński
73-210;Recz;zachodniopomorskie;choszczeński
73-220;Drawno;zachodniopomorskie;choszczeński
73-222;Suliszewo;zachodniopomorskie;choszczeński
73-231;Krzęcin;zachodniopomorskie;choszczeński
73-236;Płotno;zachodniopomorskie;choszczeński
73-240;Bierzwnik;zachodniopomorskie;choszczeński
73-260;Pełczyce;zachodniopomorskie;choszczeński
74-100;Gryfino;zachodniopomorskie;gryfiński
74-105;Nowe Czarnowo;zachodniopomorskie;gryfiński
74-106;Stare Czarnowo;zachodniopomorskie;gryfiński
74-107;Daleszewo;zachodniopomorskie;gryfiński
74-110;Banie;zachodniopomorskie;gryfiński
74-111;Lubanowo;zachodniopomorskie;gryfiński
74-120;Widuchowa;zachodniopomorskie;gryfiński
74-200;Pyrzyce;zachodniopomorskie;pyrzycki
74-201;Warnice;zachodniopomorskie;pyrzycki
74-202;Bielice;zachodniopomorskie;pyrzycki
74-204;Kozielice;zachodniopomorskie;pyrzycki
74-205;Tetyń;zachodniopomorskie;pyrzycki
74-210;Przelewice;zachodniopomorskie;pyrzycki
74-211;Brzesko;zachodniopomorskie;pyrzycki
74-230;Mielęcin;zachodniopomorskie;pyrzycki
74-240;Lipiany;zachodniopomorskie;pyrzycki
74-300;Myślibórz;zachodniopomorskie;myśliborski
74-304;Nowogródek Pomorski;zachodniopomorskie;myśliborski
74-305;Karsko;zachodniopomorskie;myśliborski
74-312;Golenice;zachodniopomorskie;myśliborski
74-320;Barlinek;zachodniopomorskie;myśliborski
74-322;Mostkowo;zachodniopomorskie;myśliborski
74-400;Dębno;zachodniopomorskie;myśliborski
74-404;Cychry;zachodniopomorskie;myśliborski
74-406;Namyślin;zachodniopomorskie;myśliborski
74-407;Boleszkowice;zachodniopomorskie;myśliborski
74-500;Chojna;zachodniopomorskie;gryfiński
74-503;Moryń;zachodniopomorskie;gryfiński
74-505;Mieszkowice;zachodniopomorskie;gryfiński
74-510;Trzcińsko-Zdrój;zachodniopomorskie;gryfiński
74-520;Cedynia;zachodniopomorskie;gryfiński
75-001;Koszalin;zachodniopomorskie;Miasto Koszalin
76-002;Łazy;zachodniopomorskie;koszaliński
76-003;Sucha Koszalińska;zachodniopomorskie;koszaliński
76-004;Sianów;zachodniopomorskie;koszaliński
76-006;Rekowo;zachodniopomorskie;koszaliński
76-009;Bonin;zachodniopomorskie;koszaliński
76-010;Polanów;zachodniopomorskie;koszaliński
76-012;Żydowo;zachodniopomorskie;koszaliński
76-015;Manowo;zachodniopomorskie;koszaliński
76-020;Bobolice;zachodniopomorskie;koszaliński
76-024;Świeszyno;zachodniopomorskie;koszaliński
76-031;Mścice;zachodniopomorskie;koszaliński
76-032;Mielno;zachodniopomorskie;koszaliński
76-034;Sarbinowo;zachodniopomorskie;koszaliński
76-035;Tymień;zachodniopomorskie;koszaliński
76-037;Będzino;zachodniopomorskie;koszaliński
76-038;Dobrzyca;zachodniopomorskie;koszaliński
76-039;Biesiekierz;zachodniopomorskie;koszaliński
76-042;Rosnowo;zachodniopomorskie;koszaliński
76-100;Sławno;zachodniopomorskie;sławieński
76-107;Jarosławiec;zachodniopomorskie;sławieński
76-113;Postomino;zachodniopomorskie;sławieński
76-123;Tychowo;zachodniopomorskie;sławieński
76-129;Ostrowiec;zachodniopomorskie;sławieński
76-142;Malechowo;zachodniopomorskie;sławieński
76-150;Darłowo;zachodniopomorskie;sławieński
76-156;Dąbki;zachodniopomorskie;sławieński
76-200;Słupsk;pomorskie;Miasto Słupsk
76-211;Objazda;pomorskie;słupski
76-212;Rowy;pomorskie;słupski
76-213;Gardna Wielka;pomorskie;słupski
76-214;Smołdzino;pomorskie;słupski
76-217;Siemianice;pomorskie;słupski
76-219;Jezierzyce;pomorskie;słupski
76-220;Główczyce;pomorskie;słupski
76-230;Potęgowo;pomorskie;słupski
76-231;Damnica;pomorskie;słupski
76-242;Łupawa;pomorskie;słupski
76-243;Mikorowo;pomorskie;bytowski
76-245;Płaszewo;pomorskie;słupski
76-246;Borzęcino;pomorskie;słupski
76-248;Dębnica Kaszubska;pomorskie;słupski
76-251;Kobylnica;pomorskie;słupski
76-252;Kwakowo;pomorskie;słupski
76-256;Sycewice;pomorskie;słupski
76-270;Ustka;pomorskie;słupski
77-100;Bytów;pomorskie;bytowski
77-112;Motarzyno;pomorskie;słupski
77-113;Budowo;pomorskie;słupski
77-114;Gostkowo;pomorskie;bytowski
77-115;Nożyno;pomorskie;bytowski
77-116;Czarna Dąbrówka;pomorskie;bytowski
77-121;Pomysk Wielki;pomorskie;bytowski
77-122;Jasień;pomorskie;bytowski
77-123;Rokity;pomorskie;bytowski
77-124;Parchowo;pomorskie;bytowski
77-127;Nakla;pomorskie;bytowski
77-130;Lipnica;pomorskie;bytowski
77-131;Rekowo;pomorskie;bytowski
77-132;Niezabyszewo;pomorskie;bytowski
77-133;Tuchomie;pomorskie;bytowski
77-134;Trzebiatkowa;pomorskie;bytowski
77-138;Borowy Młyn;pomorskie;bytowski
77-139;Brzeźno Szlacheckie;pomorskie;bytowski
77-140;Kołczygłowy;pomorskie;bytowski
77-141;Borzytuchom;pomorskie;bytowski
77-143;Studzienice;pomorskie;bytowski
77-200;Miastko;pomorskie;bytowski
77-203;Dretyń;pomorskie;bytowski
77-207;Piaszczyna;pomorskie;bytowski
77-220;Koczała;pomorskie;człuchowski
77-223;Przytocko;pomorskie;słupski
77-230;Kępice;pomorskie;słupski
77-231;Korzybie;pomorskie;słupski
77-232;Barcino;pomorskie;słupski
77-233;Zielin;pomorskie;bytowski
77-235;Trzebielino;pomorskie;bytowski
77-300;Człuchów;pomorskie;człuchowski
77-304;Rzeczenica;pomorskie;człuchowski
77-310;Debrzno;pomorskie;człuchowski
77-314;Barkowo;pomorskie;człuchowski
77-317;Wierzchowo;pomorskie;człuchowski
77-318;Stare Gronowo;pomorskie;człuchowski
77-320;Przechlewo;pomorskie;człuchowski
77-323;Polnica;pomorskie;człuchowski
77-324;Bińcze;pomorskie;człuchowski
77-326;Wyczechy;pomorskie;człuchowski
77-330;Czarne;pomorskie;człuchowski
77-400;Złotów;wielkopolskie;złotowski
77-416;Tarnówka;wielkopolskie;złotowski
77-420;Lipka;wielkopolskie;złotowski
77-424;Zakrzewo;wielkopolskie;złotowski
77-430;Krajenka;wielkopolskie;złotowski
78-100;Kołobrzeg;zachodniopomorskie;kołobrzeski
78-111;Ustronie Morskie;zachodniopomorskie;kołobrzeski
78-113;Dygowo;zachodniopomorskie;kołobrzeski
78-114;Wrzosowo;zachodniopomorskie;kołobrzeski
78-120;Gościno;zachodniopomorskie;kołobrzeski
78-123;Siemyśl;zachodniopomorskie;kołobrzeski
78-125;Rymań;zachodniopomorskie;kołobrzeski
78-131;Dźwirzyno;zachodniopomorskie;kołobrzeski
78-132;Grzybowo;zachodniopomorskie;kołobrzeski
78-133;Drzonowo;zachodniopomorskie;kołobrzeski
78-200;Białogard;zachodniopomorskie;białogardzki
78-220;Tychowo;zachodniopomorskie;białogardzki
78-230;Karlino;zachodniopomorskie;białogardzki
78-300;Świdwin;zachodniopomorskie;świdwiński
78-311;Rusinowo;zachodniopomorskie;świdwiński
78-314;Sławoborze;zachodniopomorskie;świdwiński
78-316;Brzeżno;zachodniopomorskie;świdwiński
78-320;Połczyn-Zdrój;zachodniopomorskie;świdwiński
78-325;Redło;zachodniopomorskie;świdwiński
78-331;Rąbino;zachodniopomorskie;świdwiński
78-400;Szczecinek;zachodniopomorskie;szczecinecki
78-411;Wierzchowo;zachodniopomorskie;szczecinecki
78-421;Drzonowo;zachodniopomorskie;szczecinecki
78-423;Żółtnica;zachodniopomorskie;szczecinecki
78-425;Biały Bór;zachodniopomorskie;szczecinecki
78-431;Turowo;zachodniopomorskie;szczecinecki
78-444;Polne;zachodniopomorskie;szczecinecki
78-445;Łubowo;zachodniopomorskie;szczecinecki
78-446;Silnowo;zachodniopomorskie;szczecinecki
78-449;Borne Sulinowo;zachodniopomorskie;szczecinecki
78-450;Grzmiąca;zachodniopomorskie;szczecinecki
78-460;Barwice;zachodniopomorskie;szczecinecki
78-461;Stary Chwalim;zachodniopomorskie;szczecinecki
78-500;Drawsko Pomorskie;zachodniopomorskie;drawski
78-504;Rydzewo;zachodniopomorskie;drawski
78-506;Ostrowice;zachodniopomorskie;drawski
78-513;Mielenko Drawskie;zachodniopomorskie;drawski
78-520;Złocieniec;zachodniopomorskie;drawski
78-523;Nowe Worowo;zachodniopomorskie;drawski
78-530;Wierzchowo;zachodniopomorskie;drawski
78-540;Kalisz Pomorski;zachodniopomorskie;drawski
78-550;Czaplinek;zachodniopomorskie;drawski
78-552;Kluczewo;zachodniopomorskie;drawski
78-553;Broczyno;zachodniopomorskie;drawski
78-600;Wałcz;zachodniopomorskie;wałecki
78-607;Dębołęka;zachodniopomorskie;wałecki
78-609;Karsibór;zachodniopomorskie;wałecki
78-627;Różewo;zachodniopomorskie;wałecki
78-630;Człopa;zachodniopomorskie;wałecki
78-640;Tuczno;zachodniopomorskie;wałecki
78-641;Lubiesz;zachodniopomorskie;wałecki
78-642;Strączno;zachodniopomorskie;wałecki
78-650;Mirosławiec;zachodniopomorskie;wałecki
78-651;Mirosławiec Górny;zachodniopomorskie;wałecki
80-001;Gdańsk;pomorskie;Miasto Gdańsk
80-209;Chwaszczyno;pomorskie;kartuski
80-297;Banino;pomorskie;kartuski
81-000;Gdynia;pomorskie;Miasto Gdynia
81-198;Kosakowo;pomorskie;pucki
81-701;Sopot;pomorskie;Miasto Sopot
82-100;Nowy Dwór Gdański;pomorskie;nowodworski
82-103;Stegna;pomorskie;nowodworski
82-104;Kąty Rybackie;pomorskie;nowodworski
82-107;Jantar;pomorskie;nowodworski
82-110;Sztutowo;pomorskie;nowodworski
82-112;Ostaszewo;pomorskie;nowodworski
82-113;Drewnica;pomorskie;nowodworski
82-120;Krynica Morska;pomorskie;nowodworski
82-200;Malbork;pomorskie;malborski
82-213;Miłoradz;pomorskie;malborski
82-220;Stare Pole;pomorskie;malborski
82-224;Lichnowy;pomorskie;malborski
82-230;Nowy Staw;pomorskie;malborski
82-300;Elbląg;warmińsko-mazurskie;Miasto Elbląg
82-316;Milejewo;warmińsko-mazurskie;elbląski
82-325;Markusy;warmińsko-mazurskie;elbląski
82-331;Jegłownik;warmińsko-mazurskie;elbląski
82-335;Gronowo;warmińsko-mazurskie;elbląski
82-340;Tolkmicko;warmińsko-mazurskie;elbląski
82-400;Sztum;pomorskie;sztumski
82-410;Stary Targ;pomorskie;sztumski
82-420;Ryjewo;pomorskie;kwidzyński
82-433;Mikołajki Pomorskie;pomorskie;sztumski
82-440;Dzierzgoń;pomorskie;sztumski
82-450;Stary Dzierzgoń;pomorskie;sztumski
82-500;Kwidzyn;pomorskie;kwidzyński
82-520;Gardeja;pomorskie;kwidzyński
82-522;Sadlinki;pomorskie;kwidzyński
82-550;Prabuty;pomorskie;kwidzyński
83-000;Pruszcz Gdański;pomorskie;gdański
83-010;Straszyn;pomorskie;gdański
83-011;Wiślinka;pomorskie;gdański
83-020;Cedry Wielkie;pomorskie;gdański
83-021;Wiślina;pomorskie;gdański
83-022;Suchy Dąb;pomorskie;gdański
83-031;Łęgowo;pomorskie;gdański
83-032;Pszczółki;pomorskie;gdański
83-033;Sobowidz;pomorskie;gdański
83-034;Trąbki Wielkie;pomorskie;gdański
83-041;Mierzeszyn;pomorskie;gdański
83-042;Ełganowo;pomorskie;gdański
83-047;Przywidz;pomorskie;gdański
83-050;Kolbudy;pomorskie;gdański
83-100;Tczew;pomorskie;tczewski
83-112;Lubiszewo Tczewskie;pomorskie;tczewski
83-115;Swarożyn;pomorskie;tczewski
83-120;Subkowy;pomorskie;tczewski
83-121;Rudno;pomorskie;tczewski
83-130;Pelplin;pomorskie;tczewski
83-132;Morzeszczyn;pomorskie;tczewski
83-133;Gąsiorki;pomorskie;tczewski
83-135;Mała Karczma;pomorskie;tczewski
83-136;Opalenie;pomorskie;tczewski
83-140;Gniew;pomorskie;tczewski
83-200;Starogard Gdański;pomorskie;starogardzki
83-206;Kleszczewo Kościerskie;pomorskie;starogardzki
83-207;Kokoszkowy;pomorskie;starogardzki
83-209;Godziszewo;pomorskie;starogardzki
83-210;Zblewo;pomorskie;starogardzki
83-211;Jabłowo;pomorskie;starogardzki
83-212;Bobowo;pomorskie;starogardzki
83-220;Skórcz;pomorskie;starogardzki
83-221;Osiek;pomorskie;starogardzki
83-224;Borzechowo;pomorskie;starogardzki
83-230;Smętowo Graniczne;pomorskie;starogardzki
83-236;Pogódki;pomorskie;starogardzki
83-240;Lubichowo;pomorskie;starogardzki
83-242;Osieczna;pomorskie;starogardzki
83-243;Szlachta;pomorskie;starogardzki
83-250;Skarszewy;pomorskie;starogardzki
83-251;Pinczyn;pomorskie;starogardzki
83-260;Kaliska;pomorskie;starogardzki
83-262;Czarna Woda;pomorskie;starogardzki
83-300;Kartuzy;pomorskie;kartuski
83-304;Przodkowo;pomorskie;kartuski
83-307;Kiełpino;pomorskie;kartuski
83-312;Hopowo;pomorskie;kartuski
83-314;Somonino;pomorskie;kartuski
83-315;Szymbark;pomorskie;kartuski
83-316;Gołubie;pomorskie;kartuski
83-320;Sulęczyno;pomorskie;kartuski
83-322;Stężyca;pomorskie;kartuski
83-323;Kamienica Szlachecka;pomorskie;kartuski
83-324;Brodnica Górna;pomorskie;kartuski
83-328;Sianowo;pomorskie;kartuski
83-330;Żukowo;pomorskie;kartuski
83-331;Przyjaźń;pomorskie;kartuski
83-332;Dzierżążno;pomorskie;kartuski
83-333;Chmielno;pomorskie;kartuski
83-334;Miechucino;pomorskie;kartuski
83-340;Sierakowice;pomorskie;kartuski
83-341;Gowidlino;pomorskie;kartuski
83-400;Kościerzyna;pomorskie;kościerski
83-403;Grabowo Kościerskie;pomorskie;kościerski
